Date,Generation,Coal ,Renewable
04/07/2017,2958,2958,0
05/07/2017,3004,3004,0
06/07/2017,3052,3052,0
07/07/2017,3191,3191,0
08/07/2017,3308,3308,0
09/07/2017,3251,3251,0
10/07/2017,3269,3269,0
11/07/2017,3172,3172,0
12/07/2017,3135,3135,0
13/07/2017,3115,3115,0
14/07/2017,3128,3128,0
15/07/2017,3145,3145,0
16/07/2017,3087,3087,0
17/07/2017,3168,3168,0
18/07/2017,3197,3197,0
19/07/2017,3212,3212,0
20/07/2017,3176,3176,0
21/07/2017,3199,3199,0
22/07/2017,3130,3130,0
23/07/2017,2945,2945,0
24/07/2017,2980,2980,0
25/07/2017,3063,3063,0
10/08/2017,3416,3416,0
11/08/2017,3349,3349,0
12/08/2017,3251,3251,0
13/08/2017,3216,3216,0
14/08/2017,3380,3380,0
15/08/2017,3272,3272,0
16/08/2017,3368,3368,0
01/09/2017,3118,3118,0
02/09/2017,3150,3150,0
03/09/2017,3097,3097,0
04/09/2017,3306,3306,0
05/09/2017,3341,3341,0
06/09/2017,3422,3422,0
07/09/2017,3472,3472,0
08/09/2017,3494,3494,0
09/09/2017,3531,3531,0
10/09/2017,3505,3505,0
11/09/2017,3586,3586,0
12/09/2017,3609,3609,0
13/09/2017,3623,3623,0
14/09/2017,3562,3562,0
15/09/2017,3562,3562,0
16/09/2017,3497,3497,0
17/09/2017,3270,3270,0
18/09/2017,3260,3260,0
19/09/2017,3285,3285,0
20/09/2017,3294,3294,0
21/09/2017,3376,3376,0
22/09/2017,1030,#VALUE!,0
23/09/2017,3299,3299,0
24/09/2017,3271,3271,0
25/09/2017,3393,3393,0
26/09/2017,3460,3460,0
27/09/2017,3465,3465,0
28/09/2017,3413,3413,0
29/09/2017,3316,3316,0
30/09/2017,3219,3219,0
03/10/2017,3377,3377,0
04/10/2017,3436,3436,0
05/10/2017,3482,3482,0
06/10/2017,3461,3461,0
07/10/2017,3463,3463,0
08/10/2017,3321,3321,0
09/10/2017,3375,3375,0
10/10/2017,3418,3418,0
11/10/2017,3423,3423,0
12/10/2017,3437,3437,0
13/10/2017,3423,3423,0
14/10/2017,3375,3375,0
15/10/2017,3351,3351,0
16/10/2017,3256,3256,0
17/10/2017,3368,3368,0
18/10/2017,3278,3278,0
19/10/2017,3090,3090,0
20/10/2017,2988,2988,0
21/10/2017,2999,2999,0
22/10/2017,2995,2995,0
23/10/2017,3197,3197,0
24/10/2017,3327,3327,0
25/10/2017,3349,3349,0
26/10/2017,3309,3309,0
27/10/2017,3307,3307,0
28/10/2017,3292,3292,0
29/10/2017,3191,3191,0
30/10/2017,3213,3213,0
31/10/2017,3229,3229,0
01/11/2017,3195,3195,0
02/11/2017,3208,3208,0
03/11/2017,3200,3200,0
04/11/2017,3140,3140,0
05/11/2017,3049,3049,0
06/11/2017,3169,3169,0
07/11/2017,3221,3221,0
08/11/2017,3244,3244,0
09/11/2017,3273,3273,0
10/11/2017,3236,3236,0
11/11/2017,3175,3175,0
12/11/2017,3053,3053,0
13/11/2017,3209,3209,0
14/11/2017,3209,3209,0
15/11/2017,3165,3165,0
16/11/2017,3150,3150,0
17/11/2017,3166,3166,0
18/11/2017,3142,3142,0
19/11/2017,3053,3053,0
20/11/2017,3109,3109,0
21/11/2017,3144,3144,0
22/11/2017,3164,3164,0
23/11/2017,3170,3170,0
24/11/2017,3213,3213,0
25/11/2017,3159,3159,0
26/11/2017,3044,3044,0
27/11/2017,3144,3144,0
28/11/2017,3183,3183,0
29/11/2017,3145,3145,0
30/11/2017,3074,3074,0
01/12/2017,3029,3029,0
02/12/2017,3034,3034,0
03/12/2017,2940,2940,0
04/12/2017,3025,3025,0
05/12/2017,2955,2955,0
06/12/2017,3000,3000,0
07/12/2017,3059,3059,0
08/12/2017,3112,3112,0
09/12/2017,3125,3125,0
10/12/2017,3038,3038,0
11/12/2017,3086,3086,0
12/12/2017,3094,3094,0
13/12/2017,3207,3207,0
14/12/2017,3148,3148,0
15/12/2017,3136,3136,0
16/12/2017,3036,3036,0
17/12/2017,2958,2958,0
18/12/2017,3091,3091,0
19/12/2017,3121,3121,0
20/12/2017,3173,3173,0
21/12/2017,3165,3165,0
22/12/2017,3191,3191,0
23/12/2017,3192,3192,0
24/12/2017,3112,3112,0
25/12/2017,3156,3156,0
26/12/2017,3231,3231,0
27/12/2017,3216,3216,0
28/12/2017,3214,3214,0
29/12/2017,3225,3225,0
30/12/2017,3212,3212,0
31/12/2017,3136,3136,0
01/01/2018,3138,3138,0
02/01/2018,3221,3221,0
03/01/2018,3267,3267,0
04/01/2018,3298,3298,0
05/01/2018,3323,3323,0
06/01/2018,3293,3293,0
07/01/2018,3179,3179,0
08/01/2018,3253,3253,0
09/01/2018,3271,3271,0
10/01/2018,3285,3285,0
11/01/2018,3316,3316,0
12/01/2018,3356,3356,0
13/01/2018,3352,3352,0
14/01/2018,3133,3133,0
15/01/2018,3167,3167,0
16/01/2018,3270,3270,0
17/01/2018,3331,3331,0
18/01/2018,3306,3306,0
19/01/2018,3308,3308,0
20/01/2018,3298,3298,0
21/01/2018,3195,3195,0
22/01/2018,3274,3274,0
23/01/2018,3264,3264,0
24/01/2018,3277,3277,0
25/01/2018,3313,3313,0
26/01/2018,3140,3140,0
27/01/2018,3225,3225,0
28/01/2018,3196,3196,0
29/01/2018,3271,3271,0
30/01/2018,3263,3263,0
31/01/2018,3270,3270,0
01/02/2018,3264,3264,0
02/02/2018,3284,3284,0
03/02/2018,3250,3250,0
04/02/2018,3120,3120,0
05/02/2018,3231,3231,0
06/02/2018,3313,3313,0
07/02/2018,3352,3352,0
08/02/2018,3330,3330,0
09/02/2018,3360,3360,0
10/02/2018,3334,3334,0
11/02/2018,3109,3109,0
12/02/2018,3106,3106,0
13/02/2018,3140,3140,0
14/02/2018,3111,3111,0
15/02/2018,3162,3162,0
16/02/2018,3274,3274,0
17/02/2018,3289,3289,0
18/02/2018,3184,3184,0
19/02/2018,3251,3251,0
20/02/2018,3330,3330,0
21/02/2018,3343,3343,0
22/02/2018,3375,3375,0
23/02/2018,3355,3355,0
24/02/2018,3292,3292,0
25/02/2018,3191,3191,0
26/02/2018,3328,3328,0
27/02/2018,3382,3382,0
28/02/2018,3442,3442,0
01/03/2018,3407,3407,0
02/03/2018,3100,3100,0
03/03/2018,3157,3157,0
04/03/2018,3242,3242,0
05/03/2018,3346,3346,0
06/03/2018,3383,3383,0
07/03/2018,3393,3393,0
08/03/2018,3411,3411,0
09/03/2018,3400,3400,0
10/03/2018,3389,3389,0
11/03/2018,3305,3305,0
12/03/2018,3392,3392,0
13/03/2018,3421,3421,0
14/03/2018,3416,3416,0
15/03/2018,3464,3464,0
16/03/2018,3417,3417,0
17/03/2018,3297,3297,0
18/03/2018,3232,3232,0
19/03/2018,3347,3347,0
20/03/2018,3397,3397,0
21/03/2018,3376,3376,0
22/03/2018,3419,3419,0
23/03/2018,3463,3463,0
24/03/2018,3477,3477,0
25/03/2018,3354,3354,0
26/03/2018,3495,3495,0
27/03/2018,3542,3542,0
28/03/2018,3568,3568,0
29/03/2018,3587,3587,0
30/03/2018,3489,3489,0
31/03/2018,3339,3339,0
01/04/2018,3216,3216,0
02/04/2018,3309,3309,0
03/04/2018,3479,3479,0
04/04/2018,3525,3525,0
05/04/2018,3499,3499,0
06/04/2018,3482,3482,0
07/04/2018,3357,3357,0
08/04/2018,3197,3197,0
09/04/2018,3315,3315,0
10/04/2018,3402,3402,0
11/04/2018,3366,3366,0
12/04/2018,3338,3338,0
13/04/2018,3420,3420,0
14/04/2018,3435,3435,0
15/04/2018,3309,3309,0
16/04/2018,3501,3501,0
17/04/2018,3531,3531,0
18/04/2018,3487,3487,0
19/04/2018,3520,3520,0
20/04/2018,3440,3440,0
21/04/2018,3543,3543,0
22/04/2018,3389,3389,0
23/04/2018,3551,3551,0
24/04/2018,3565,3565,0
25/04/2018,3565,3565,0
26/04/2018,3579,3579,0
27/04/2018,3623,3623,0
28/04/2018,3613,3613,0
29/04/2018,3397,3397,0
30/04/2018,3358,3358,0
01/05/2018,3255,3255,0
02/05/2018,3352,3352,0
03/05/2018,3260,3260,0
04/05/2018,3436,3436,0
05/05/2018,3570,3570,0
06/05/2018,3406,3406,0
07/05/2018,3518,3518,0
08/05/2018,3480,3480,0
09/05/2018,3521,3521,0
10/05/2018,3583,3583,0
11/05/2018,3570,3570,0
12/05/2018,3484,3484,0
13/05/2018,3347,3347,0
14/05/2018,3289,3289,0
15/05/2018,3531,3531,0
16/05/2018,3551,3551,0
17/05/2018,3600,3600,0
18/05/2018,3603,3603,0
19/05/2018,3600,3600,0
20/05/2018,3467,3467,0
21/05/2018,3641,3641,0
22/05/2018,3778,3778,0
23/05/2018,3792,3792,0
24/05/2018,3753,3753,0
25/05/2018,3711,3711,0
26/05/2018,3732,3732,0
27/05/2018,3659,3659,0
28/05/2018,3725,3725,0
29/05/2018,3627,3627,0
30/05/2018,3685,3685,0
31/05/2018,3745,3745,0
01/06/2018,3621,3621,0
02/06/2018,3529,3529,0
03/06/2018,3386,3386,0
04/06/2018,3594,3594,0
05/06/2018,3628,3628,0
06/06/2018,3531,3531,0
07/06/2018,3459,3459,0
08/06/2018,3275,3275,0
09/06/2018,3000,3000,0
10/06/2018,2960,2960,0
11/06/2018,3240,3240,0
12/06/2018,3269,3269,0
13/06/2018,3216,3216,0
14/06/2018,3243,3243,0
15/06/2018,3435,3435,0
16/06/2018,3397,3397,0
17/06/2018,3147,3147,0
18/06/2018,3372,3372,0
19/06/2018,3495,3495,0
20/06/2018,3630,3630,0
21/06/2018,3697,3697,0
22/06/2018,3719,3719,0
23/06/2018,3679,3679,0
24/06/2018,3471,3471,0
25/06/2018,3551,3551,0
26/06/2018,3434,3434,0
27/06/2018,3350,3350,0
28/06/2018,3222,3222,0
29/06/2018,3319,3319,0
30/06/2018,3458,3458,0
01/07/2018,3360,3360,0
02/07/2018,3332,3332,0
03/07/2018,3223,3223,0
04/07/2018,3179,3179,0
05/07/2018,3339,3339,0
06/07/2018,3432,3432,0
07/07/2018,3488,3488,0
08/07/2018,3487,3487,0
09/07/2018,3480,3480,0
10/07/2018,3495,3495,0
11/07/2018,3383,3383,0
12/07/2018,3364,3364,0
13/07/2018,3264,3264,0
14/07/2018,3231,3231,0
15/07/2018,3163,3163,0
16/07/2018,3225,3225,0
17/07/2018,3251,3251,0
18/07/2018,3350,3350,0
19/07/2018,3393,3393,0
20/07/2018,3350,3350,0
21/07/2018,3173,3173,0
22/07/2018,2968,2968,0
23/07/2018,3153,3153,0
24/07/2018,3289,3289,0
25/07/2018,3207,3207,0
26/07/2018,3003,3003,0
27/07/2018,3044,3044,0
28/07/2018,3105,3105,0
29/07/2018,3117,3117,0
30/07/2018,3324,3324,0
31/07/2018,3322,3322,0
01/08/2018,3324,3324,0
02/08/2018,3387,3387,0
03/08/2018,3450,3450,0
04/08/2018,3472,3472,0
05/08/2018,3355,3355,0
06/08/2018,3372,3372,0
07/08/2018,3421,3421,0
08/08/2018,3481,3481,0
09/08/2018,3511,3511,0
10/08/2018,3567,3567,0
11/08/2018,3422,3422,0
12/08/2018,3206,3206,0
13/08/2018,3328,3328,0
14/08/2018,3472,3472,0
15/08/2018,3246,3246,0
16/08/2018,3287,3287,0
17/08/2018,3344,3344,0
18/08/2018,3373,3373,0
19/08/2018,3237,3237,0
20/08/2018,3297,3297,0
21/08/2018,3347,3347,0
22/08/2018,3393,3393,0
23/08/2018,3345,3345,0
24/08/2018,3356,3356,0
25/08/2018,3347,3347,0
26/08/2018,3167,3167,0
27/08/2018,3379,3379,0
28/08/2018,3456,3456,0
29/08/2018,3462,3462,0
30/08/2018,3455,3455,0
31/08/2018,3468,3468,0
01/09/2018,3419,3419,0
02/09/2018,3226,3226,0
03/09/2018,3282,3282,0
04/09/2018,3361,3361,0
05/09/2018,3378,3378,0
06/09/2018,3377,3377,0
07/09/2018,3414,3414,0
08/09/2018,3455,3455,0
09/09/2018,3507,3507,0
10/09/2018,3652,3652,0
11/09/2018,3715,3715,0
12/09/2018,3684,3684,0
13/09/2018,3638,3638,0
14/09/2018,3785,3785,0
15/09/2018,3830,3830,0
16/09/2018,3766,3766,0
17/09/2018,3762,3762,0
18/09/2018,3763,3763,0
19/09/2018,3795,3795,0
20/09/2018,3781,3781,0
21/09/2018,3589,3589,0
22/09/2018,3350,3350,0
23/09/2018,3291,3291,0
24/09/2018,3465,3465,0
25/09/2018,3539,3539,0
26/09/2018,3609,3609,0
27/09/2018,3649,3649,0
28/09/2018,3702,3702,0
29/09/2018,3712,3712,0
30/09/2018,3629,3629,0
01/10/2018,3702,3702,0
02/10/2018,3650,3650,0
03/10/2018,3792,3792,0
04/10/2018,3799,3799,0
05/10/2018,3766,3766,0
06/10/2018,3739,3739,0
07/10/2018,3673,3673,0
08/10/2018,3799,3799,0
09/10/2018,3785,3785,0
10/10/2018,3812,3812,0
11/10/2018,3698,3698,0
12/10/2018,3691,3691,0
13/10/2018,3673,3673,0
14/10/2018,3593,3593,0
15/10/2018,3684,3684,0
16/10/2018,3693,3693,0
17/10/2018,3650,3650,0
18/10/2018,3511,3511,0
19/10/2018,3479,3479,0
20/10/2018,3542,3542,0
21/10/2018,3513,3513,0
22/10/2018,3581,3581,0
23/10/2018,3655,3655,0
24/10/2018,3653,3653,0
25/10/2018,3641,3641,0
26/10/2018,3572,3572,0
27/10/2018,3550,3550,0
28/10/2018,3413,3413,0
29/10/2018,3511,3511,0
30/10/2018,3560,3560,0
31/10/2018,3575,3575,0
01/11/2018,3566,3566,0
02/11/2018,3568,3568,0
03/11/2018,3509,3509,0
04/11/2018,3364,3364,0
05/11/2018,3483,3483,0
06/11/2018,3420,3420,0
07/11/2018,3170,3170,0
08/11/2018,3047,3047,0
09/11/2018,3174,3174,0
10/11/2018,3264,3264,0
11/11/2018,3249,3249,0
12/11/2018,3363,3363,0
13/11/2018,3402,3402,0
14/11/2018,3392,3392,0
15/11/2018,3351,3351,0
16/11/2018,3271,3271,0
17/11/2018,3326,3326,0
18/11/2018,3261,3261,0
19/11/2018,3345,3345,0
20/11/2018,3334,3334,0
21/11/2018,3328,3328,0
22/11/2018,3280,3280,0
23/11/2018,3256,3256,0
24/11/2018,3300,3300,0
25/11/2018,3212,3212,0
26/11/2018,3280,3280,0
27/11/2018,3299,3299,0
28/11/2018,3270,3270,0
29/11/2018,3292,3292,0
30/11/2018,3293,3293,0
01/12/2018,3243,3243,0
02/12/2018,3131,3131,0
03/12/2018,3222,3222,0
04/12/2018,3252,3252,0
05/12/2018,3310,3310,0
06/12/2018,3331,3331,0
07/12/2018,3283,3283,0
08/12/2018,3268,3268,0
09/12/2018,3187,3187,0
10/12/2018,3291,3291,0
11/12/2018,3304,3304,0
12/12/2018,3274,3274,0
13/12/2018,3245,3245,0
14/12/2018,3174,3174,0
15/12/2018,3120,3120,0
16/12/2018,3033,3033,0
17/12/2018,3113,3113,0
18/12/2018,3155,3155,0
19/12/2018,3219,3219,0
20/12/2018,3273,3273,0
21/12/2018,3326,3326,0
22/12/2018,3303,3303,0
23/12/2018,3170,3170,0
24/12/2018,3222,3222,0
25/12/2018,3256,3256,0
26/12/2018,3334,3334,0
27/12/2018,3352,3352,0
28/12/2018,3338,3338,0
29/12/2018,3264,3264,0
30/12/2018,3145,3145,0
31/12/2018,3237,3237,0
01/01/2019,3217,3217,0
02/01/2019,3252,3252,0
03/01/2019,3292,3292,0
04/01/2019,3329,3329,0
05/01/2019,3282,3282,0
06/01/2019,3131,3131,0
07/01/2019,3201,3201,0
08/01/2019,3301,3301,0
09/01/2019,3289,3289,0
10/01/2019,3321,3321,0
11/01/2019,3355,3355,0
12/01/2019,3342,3342,0
13/01/2019,3195,3195,0
14/01/2019,3117,3117,0
15/01/2019,3178,3178,0
16/01/2019,3252,3252,0
17/01/2019,3290,3290,0
18/01/2019,3337,3337,0
19/01/2019,3324,3324,0
20/01/2019,3190,3190,0
21/01/2019,3193,3193,0
22/01/2019,3170,3170,0
23/01/2019,3303,3303,0
24/01/2019,3254,3254,0
25/01/2019,3226,3226,0
26/01/2019,3016,3016,0
27/01/2019,3000,3000,0
28/01/2019,3151,3151,0
29/01/2019,3208,3208,0
30/01/2019,3261,3261,0
31/01/2019,3270,3270,0
01/02/2019,3199,3199,0
02/02/2019,3198,3198,0
03/02/2019,3095,3095,0
04/02/2019,3194,3194,0
05/02/2019,3320,3320,0
06/02/2019,3303,3303,0
07/02/2019,3152,3152,0
08/02/2019,3239,3239,0
09/02/2019,3210,3210,0
10/02/2019,3120,3120,0
11/02/2019,3170,3170,0
12/02/2019,3207,3207,0
13/02/2019,3269,3269,0
14/02/2019,3278,3278,0
15/02/2019,3260,3260,0
16/02/2019,3214,3214,0
17/02/2019,3161,3161,0
18/02/2019,3254,3254,0
19/02/2019,3352,3352,0
20/02/2019,3341,3341,0
21/02/2019,3349,3349,0
22/02/2019,3363,3363,0
23/02/2019,3336,3336,0
24/02/2019,3249,3249,0
25/02/2019,3322,3322,0
26/02/2019,3324,3324,0
27/02/2019,3306,3306,0
28/02/2019,3343,3343,0
01/03/2019,3391,3391,0
02/03/2019,3299,3299,0
03/03/2019,3196,3196,0
04/03/2019,3292,3292,0
05/03/2019,3355,3355,0
06/03/2019,3391,3391,0
07/03/2019,3444,3444,0
08/03/2019,3427,3427,0
09/03/2019,3415,3415,0
10/03/2019,3371,3371,0
11/03/2019,3474,3474,0
12/03/2019,3514,3514,0
13/03/2019,3510,3510,0
14/03/2019,3474,3474,0
15/03/2019,3420,3420,0
16/03/2019,3413,3413,0
17/03/2019,3321,3321,0
18/03/2019,3451,3451,0
19/03/2019,3523,3523,0
20/03/2019,3479,3479,0
21/03/2019,3147,3147,0
22/03/2019,3294,3294,0
23/03/2019,3426,3426,0
24/03/2019,3405,3405,0
25/03/2019,3504,3504,0
26/03/2019,3523,3523,0
27/03/2019,3600,3600,0
28/03/2019,3634,3634,0
29/03/2019,3677,3677,0
30/03/2019,3675,3675,0
31/03/2019,3433,3433,0
01/04/2019,3534,3534,0
02/04/2019,3666,3666,0
03/04/2019,3736,3736,0
04/04/2019,3757,3757,0
05/04/2019,3673,3673,0
06/04/2019,3596,3596,0
07/04/2019,3341,3341,0
08/04/2019,3515,3515,0
09/04/2019,3566,3566,0
10/04/2019,3675,3675,0
11/04/2019,3721,3721,0
12/04/2019,3747,3747,0
13/04/2019,3704,3704,0
14/04/2019,3588,3588,0
15/04/2019,3649,3649,0
16/04/2019,3463,3463,0
17/04/2019,3305,3305,0
18/04/2019,3352,3352,0
19/04/2019,3410,3410,0
20/04/2019,3485,3485,0
21/04/2019,3382,3382,0
22/04/2019,3544,3544,0
23/04/2019,3603,3603,0
24/04/2019,3729,3729,0
25/04/2019,3868,3868,0
26/04/2019,3903,3903,0
27/04/2019,3858,3858,0
28/04/2019,3723,3723,0
29/04/2019,3825,3825,0
30/04/2019,3710,3710,0
01/05/2019,3501,3501,0
02/05/2019,3531,3531,0
03/05/2019,3426,3426,0
04/05/2019,3471,3471,0
05/05/2019,3531,3531,0
06/05/2019,3701,3701,0
07/05/2019,3673,3673,0
08/05/2019,3675,3675,0
09/05/2019,3763,3763,0
10/05/2019,3854,3854,0
11/05/2019,3827,3827,0
12/05/2019,3708,3708,0
13/05/2019,3700,3700,0
14/05/2019,3643,3643,0
15/05/2019,3723,3723,0
16/05/2019,3772,3772,0
17/05/2019,3735,3735,0
18/05/2019,3684,3684,0
19/05/2019,3679,3679,0
20/05/2019,3893,3893,0
21/05/2019,3961,3961,0
22/05/2019,3970,3970,0
23/05/2019,3953,3953,0
24/05/2019,3796,3796,0
25/05/2019,3776,3776,0
26/05/2019,3643,3643,0
27/05/2019,3872,3872,0
28/05/2019,3951,3951,0
29/05/2019,3962,3962,0
30/05/2019,3993,3993,0
31/05/2019,3972,3972,0
01/06/2019,3933,3933,0
02/06/2019,3743,3743,0
03/06/2019,3656,3656,0
04/06/2019,3787,3787,0
05/06/2019,3938,3938,0
06/06/2019,3882,3882,0
07/06/2019,3837,3837,0
08/06/2019,3894,3894,0
09/06/2019,3822,3822,0
10/06/2019,3903,3903,0
11/06/2019,3908,3908,0
12/06/2019,4161,3738,423
13/06/2019,4100,3632,468
14/06/2019,4291,3826,466
15/06/2019,4238,3700,538
16/06/2019,3966,3498,468
17/06/2019,4138,3547,591
18/06/2019,4051,3542,509
19/06/2019,4146,3644,501
20/06/2019,4177,3712,464
21/06/2019,4210,3812,397
22/06/2019,4142,3777,365
23/06/2019,3992,3654,338
24/06/2019,4107,3794,312
25/06/2019,4217,3863,354
26/06/2019,4227,3823,404
27/06/2019,4217,3719,498
28/06/2019,4195,3658,538
29/06/2019,4193,3672,521
30/06/2019,4021,3529,492
01/07/2019,4111,3645,467
02/07/2019,4101,3652,450
03/07/2019,4113,3634,480
04/07/2019,4092,3575,518
05/07/2019,4020,3484,536
06/07/2019,3883,3350,533
07/07/2019,3741,3210,531
08/07/2019,3928,3361,566
09/07/2019,3897,3316,581
10/07/2019,3891,3314,577
11/07/2019,3877,3293,584
12/07/2019,3973,3471,502
13/07/2019,3982,3461,521
14/07/2019,3817,3261,556
15/07/2019,3922,3338,584
16/07/2019,3904,3373,531
17/07/2019,3984,3544,440
18/07/2019,4047,3646,400
19/07/2019,4072,3726,346
20/07/2019,4033,3708,325
21/07/2019,3924,3592,332
22/07/2019,4095,3752,343
23/07/2019,4196,3843,353
24/07/2019,4180,3723,457
25/07/2019,3953,3452,501
26/07/2019,3829,3334,495
27/07/2019,3725,3192,533
28/07/2019,3570,3077,493
29/07/2019,3729,3228,501
30/07/2019,3809,3347,463
31/07/2019,3853,3343,510
01/08/2019,3875,3346,528
02/08/2019,3793,3296,497
03/08/2019,3731,3257,474
04/08/2019,3649,3171,478
05/08/2019,3835,3305,530
06/08/2019,3759,3239,520
07/08/2019,3646,3143,503
08/08/2019,3665,3212,453
09/08/2019,3652,3143,509
10/08/2019,3718,3164,554
11/08/2019,3746,3260,487
12/08/2019,3917,3489,428
13/08/2019,3867,3453,414
14/08/2019,3805,3384,420
15/08/2019,3476,3082,394
16/08/2019,3642,3208,435
17/08/2019,3551,3210,342
18/08/2019,3415,3116,300
19/08/2019,3638,3338,300
20/08/2019,3806,3484,322
21/08/2019,3900,3467,432
22/08/2019,3893,3484,409
23/08/2019,3932,3510,422
24/08/2019,3840,3394,445
25/08/2019,3682,3267,416
26/08/2019,3853,3447,406
27/08/2019,3980,3604,375
28/08/2019,4064,3742,321
29/08/2019,4111,3788,323
30/08/2019,4100,3735,364
31/08/2019,4045,3699,346
01/09/2019,3769,3460,310
02/09/2019,3774,3461,313
03/09/2019,3871,3532,340
04/09/2019,3878,3524,355
05/09/2019,3879,3489,390
06/09/2019,3918,3512,405
07/09/2019,3897,3501,396
08/09/2019,3748,3370,378
09/09/2019,3927,3522,406
10/09/2019,4031,3652,379
11/09/2019,4027,3663,364
12/09/2019,3953,3561,392
13/09/2019,3889,3514,375
14/09/2019,3887,3537,350
15/09/2019,3782,3446,336
16/09/2019,3888,3536,352
17/09/2019,3852,3557,295
18/09/2019,3764,3514,250
19/09/2019,3767,3525,242
20/09/2019,3828,3572,256
21/09/2019,3817,3583,234
22/09/2019,3573,3370,203
23/09/2019,3702,3511,191
24/09/2019,3661,3496,166
25/09/2019,3589,3398,191
26/09/2019,3483,3286,196
27/09/2019,3426,3223,203
28/09/2019,3324,3095,229
29/09/2019,3053,2865,188
30/09/2019,3231,3010,220
01/10/2019,3358,3113,245
02/10/2019,3289,3083,206
03/10/2019,3458,3257,201
04/10/2019,3479,3287,192
05/10/2019,3491,3317,174
06/10/2019,3372,3198,174
07/10/2019,3371,3203,169
08/10/2019,3209,3035,173
09/10/2019,3370,3200,170
10/10/2019,3517,3355,162
11/10/2019,3544,3391,153
12/10/2019,3549,3388,161
13/10/2019,3448,3276,172
14/10/2019,3599,3412,187
15/10/2019,3631,3444,187
16/10/2019,3640,3456,184
17/10/2019,3643,3459,184
18/10/2019,3574,3389,185
19/10/2019,3501,3289,213
20/10/2019,3323,3136,187
